Date,Medication,sales person,Category,units_sold,Amount ($),Branch ID,Payment Method,Branch Name,Chicago District/Neighborhood,Population,Total Healthcare Centers,Median Income ($)
2022-01-20 0:00,Healix 120 ml,Grace Mitchell,Cough Syrup,16,281.08,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-20 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,3,47.81,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-20 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,6,108.73,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-20 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,4,69.68,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-20 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,17,279.67,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-20 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,13,239.2,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-20 0:00,Healix 120 ml,Sophia Brooks,Cough Syrup,6,105.43,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-21 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,6,88.92,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-21 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,1,16.39,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-21 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,5,98.43,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-21 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,7,103.48,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-21 0:00,ClearPath Health,Daniel Hayes,Eye Drops,9,145.86,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-21 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,6,120.91,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-21 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,11,168.07,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-21 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,9,180.5,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-22 0:00,ClearPath Health,Grace Mitchell,Eye Drops,11,169.92,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-22 0:00,ClearPath Health,Emily Harper,Eye Drops,7,123.01,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-22 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,20,317.04,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-22 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,11,185.29,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-22 0:00,Healix 120 ml,Michael Carter,Cough Syrup,4,75.31,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-22 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,14,213.34,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-22 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,6,68.21,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-22 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,8,146.03,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-22 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,7,115.52,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-22 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,10,172.43,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-22 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,7,115.16,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-22 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,2,33.01,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-22 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,7,128.49,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-23 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,4,79.19,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-23 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,7,113.82,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-23 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,4,74.19,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-23 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,6,103.47,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-24 0:00,Healix 120 ml,Emily Harper,Cough Syrup,4,65.46,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-24 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,10,164.69,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-24 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,7,89.29,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-24 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,11,161.48,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-24 0:00,ClearPath Health,Olivia Grant,Eye Drops,3,60.33,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-24 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,6,87.11,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-24 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,8,118.99,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-24 0:00,Nisacure 0.9% 200ml,Sophia Brooks,Nasal Spray,2,32.96,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-24 0:00,ClearPath Health,Emily Harper,Eye Drops,14,248.96,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-25 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,12,210.84,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-25 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,6,91.12,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-25 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,4,62.88,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-25 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,4,69.79,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-25 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,5,90.03,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-25 0:00,ClearPath Health,Sophia Brooks,Eye Drops,13,238.13,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-25 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,6,83.01,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-26 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,4,72,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-26 0:00,Healix 120 ml,Michael Carter,Cough Syrup,4,56.18,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-26 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,7,120.51,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-26 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,5,87.69,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-26 0:00,Wellora 10 mg,Emily Harper,Allergy Pills,4,62.49,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-26 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,4,61.99,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-26 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,13,263.97,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-26 0:00,ClearPath Health,Grace Mitchell,Eye Drops,3,47.68,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-26 0:00,Healix 120 ml,Michael Carter,Cough Syrup,4,63.71,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-26 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,4,63.45,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-26 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,14,141.92,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-26 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,2,36.89,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-27 0:00,ClearPath Health,Olivia Grant,Eye Drops,8,153.39,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-01-27 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,12,158.5,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-27 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,10,160.25,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-27 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,8,130.21,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-27 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,4,61.37,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-27 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,3,47.91,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-27 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,11,194.86,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-27 0:00,ClearPath Health,Olivia Grant,Eye Drops,18,276.31,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-27 0:00,Nisacure 0.9% 200ml,Emily Harper,Nasal Spray,2,33.67,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-01-28 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,7,107.3,BR-06,Credit Card,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-28 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,6,91.04,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-01-28 0:00,VitalCure 3% 30 gm,Ethan Ross,Antiseptic Cream,7,65.17,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-28 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,9,152.29,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-28 0:00,VitalCure 3% 30 gm,Emily Harper,Antiseptic Cream,6,98.43,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-28 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,10,165.35,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-01-28 0:00,Healix 120 ml,Emily Harper,Cough Syrup,13,213.87,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-29 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,3,46.8,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-29 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,8,144.75,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-29 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,6,114.6,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-29 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,11,189.54,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-29 0:00,ClearPath Health,Daniel Hayes,Eye Drops,15,255.74,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-29 0:00,ClearPath Health,Michael Carter,Eye Drops,15,242.82,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-29 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,3,47.52,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-29 0:00,Wellora 10 mg,Ethan Ross,Allergy Pills,11,176.73,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-30 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,4,59.58,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-30 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,1,14.35,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-30 0:00,ClearPath Health,Olivia Grant,Eye Drops,5,82.78,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-01-30 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,8,137.41,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-30 0:00,Relivion 500 mg,Emily Harper,Pain Relief Tablets,1,14.91,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-30 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,8,163.4,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-01-30 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,14,248.52,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-30 0:00,Digehealth 30/5 mg,Daniel Hayes,Digestive Enzyme,5,89.55,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-30 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,13,200.3,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-30 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,7,122.19,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-30 0:00,Healix 120 ml,Emily Harper,Cough Syrup,4,71.79,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-01-30 0:00,ClearPath Health,Michael Carter,Eye Drops,1,15.68,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-01-31 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,5,107.86,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-01-31 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,11,155.16,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-01-31 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,11,208.59,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-01-31 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,5,73.95,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-01 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,8,124.33,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-01 0:00,Wellora 10 mg,Olivia Grant,Allergy Pills,4,64.75,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-01 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,6,95.74,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-01 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,19,202.9,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-01 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,4,73.81,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-02 0:00,VitalCure 3% 30 gm,Grace Mitchell,Antiseptic Cream,15,240.56,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-02 0:00,ClearPath Health,Grace Mitchell,Eye Drops,7,109.13,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-02 0:00,ClearPath Health,Emily Harper,Eye Drops,11,173.91,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-02 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,10,156.48,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-02 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,4,88.26,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-02 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,6,99.89,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-02 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,11,180.23,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-02 0:00,Healix 120 ml,Ethan Ross,Cough Syrup,7,130.68,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-03 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,7,124.56,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-03 0:00,ClearPath Health,Sophia Brooks,Eye Drops,10,139.73,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-03 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,7,117.95,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-03 0:00,Digehealth 30/5 mg,Emily Harper,Digestive Enzyme,18,411.44,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-03 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,7,101.17,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-03 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,15,191.54,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-03 0:00,ClearPath Health,Grace Mitchell,Eye Drops,10,178.91,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-03 0:00,Healix 120 ml,Emily Harper,Cough Syrup,13,224.71,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-04 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,12,186.68,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-04 0:00,ClearPath Health,Sophia Brooks,Eye Drops,16,267.38,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-04 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,10,151.7,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-04 0:00,VitalCure 3% 30 gm,Daniel Hayes,Antiseptic Cream,16,311.79,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-04 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,5,86.02,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-04 0:00,Nisacure 0.9% 200ml,Ethan Ross,Nasal Spray,6,103.79,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-04 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,9,129.66,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-04 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,4,59.27,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-04 0:00,Relivion 500 mg,Olivia Grant,Pain Relief Tablets,7,139.33,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-04 0:00,ClearPath Health,Michael Carter,Eye Drops,13,204.19,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-04 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,3,51.3,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-04 0:00,Wellora 10 mg,Sophia Brooks,Allergy Pills,3,50.02,BR-07,Credit Card,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-05 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,12,183.68,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-05 0:00,VitalCure 3% 30 gm,Sophia Brooks,Antiseptic Cream,18,421.46,BR-06,Insurance,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-05 0:00,ClearPath Health,Sophia Brooks,Eye Drops,4,79.87,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-05 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,8,110.6,BR-05,Credit Card,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-05 0:00,Wellora 10 mg,Daniel Hayes,Allergy Pills,2,31.62,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-05 0:00,Wellora 10 mg,Grace Mitchell,Allergy Pills,6,86.63,BR-04,Cash,Westfield Pharmacy,Austin,96000,8,39400
2022-02-05 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,20,340.73,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-05 0:00,ClearPath Health,Michael Carter,Eye Drops,4,61.67,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-05 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,11,187.5,BR-05,Insurance,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-05 0:00,Healix 120 ml,Daniel Hayes,Cough Syrup,13,129.3,BR-03,Credit Card,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-05 0:00,Nisacure 0.9% 200ml,Olivia Grant,Nasal Spray,6,108.56,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-05 0:00,Relivion 500 mg,Sophia Brooks,Pain Relief Tablets,4,76.9,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-05 0:00,ClearPath Health,Sophia Brooks,Eye Drops,14,289.68,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-05 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,7,103.47,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-05 0:00,Digehealth 30/5 mg,Ethan Ross,Digestive Enzyme,8,131.38,BR-04,Credit Card,Westfield Pharmacy,Austin,96000,8,39400
2022-02-06 0:00,Wellora 10 mg,Michael Carter,Allergy Pills,10,165.61,BR-02,Credit Card,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-06 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,5,87.58,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-06 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,2,30.9,BR-07,Insurance,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-06 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,4,64.61,BR-01,Cash,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-06 0:00,ClearPath Health,Daniel Hayes,Eye Drops,1,17.8,BR-02,Insurance,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-06 0:00,Digehealth 30/5 mg,Michael Carter,Digestive Enzyme,3,58.42,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-06 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,6,93.95,BR-03,Insurance,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-06 0:00,Relivion 500 mg,Michael Carter,Pain Relief Tablets,7,67.43,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-06 0:00,Digehealth 30/5 mg,Sophia Brooks,Digestive Enzyme,8,144.82,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-06 0:00,Nisacure 0.9% 200ml,Michael Carter,Nasal Spray,2,38.09,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-07 0:00,Nisacure 0.9% 200ml,Grace Mitchell,Nasal Spray,3,43.87,BR-03,Cash,Eastgate Pharmacy,Hyde Park,28000,6,61800
2022-02-07 0:00,Relivion 500 mg,Ethan Ross,Pain Relief Tablets,18,295.82,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-07 0:00,VitalCure 3% 30 gm,Olivia Grant,Antiseptic Cream,10,187.16,BR-07,Cash,MedTopical Pharmacy,Wicker Park / Logan Sq.,73000,9,78900
2022-02-07 0:00,Digehealth 30/5 mg,Olivia Grant,Digestive Enzyme,6,119.05,BR-01,Credit Card,Central Pharmacy,Loop / Near North Side,68000,14,88500
2022-02-07 0:00,ClearPath Health,Sophia Brooks,Eye Drops,4,67.42,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-07 0:00,VitalCure 3% 30 gm,Michael Carter,Antiseptic Cream,11,169.81,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-07 0:00,Relivion 500 mg,Daniel Hayes,Pain Relief Tablets,3,54.15,BR-06,Cash,Skinhealth Pharmacy,Gold Coast,18000,5,121300
2022-02-07 0:00,Healix 120 ml,Olivia Grant,Cough Syrup,10,160.76,BR-02,Cash,Northside Pharmacy,Lincoln Park,66000,11,96200
2022-02-07 0:00,Nisacure 0.9% 200ml,Daniel Hayes,Nasal Spray,6,99.79,BR-05,Cash,Dermacare Pharmacy,Lakeview,98000,13,84700
2022-02-07 0:00,ClearPath Health,Grace Mitchell,Eye Drops,6,104.87,BR-04,Insurance,Westfield Pharmacy,Austin,96000,8,39400
2022-02-07 0:00,Digehealth 30/5 mg,Grace Mitchell,Digestive Enzyme,10,166.21,BR-01,Insurance,Central Pharmacy,Loop / Near North Side,68000,14,88500
